import_type,topic_number,topic_name,question_number,position,statement,option_a,option_b,option_c,option_d,correct_option,source_name
TOPIC,3,Tema 3,124,124,El Rey de España es proclamado ante:,El pueblo español.,Las Cortes Generales.,El Congreso de la Diputados.,El Gobierno.,B,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,125,125,Los Diputados y Senadores percibirán una asignación que será fijada:,Por el Gobierno.,Por las Cortes Generales.,Por las respectivas Cámaras.,Por ley orgánica.,C,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,126,126,Los Diputados del Congreso deberán ser elegidos por sufragio:,"Universal, libre, igual, directo y secreto.","Universal, democrático, igual, directo y secreto.","Universal, libre, igual, indirecto y secreto.","Universal, libre, representativo, directo y secreto.",A,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,127,127,"Según la Constitución Española, el Congreso se compone de:",380 Diputados.,330 Diputados.,Un mínimo de 300 y un máximo de 400 Diputados.,Un mínimo de 350 y un máximo de 400 Diputados.,C,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,128,128,Las elecciones al Congreso de los Diputados tendrán lugar:,Entre los 15 y 30 días desde la terminación del mandato.,Entre los 30 y 60 días desde la terminación del mandato.,Entre los 20 y 30 días desde la terminación del mandato.,Entre los 20 y 60 días desde la terminación del mandato.,B,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,129,129,Quién debe reconocer la imposibilidad del Rey para ejercer sus funciones:,El Gobierno.,El Congreso de los Diputados.,La Familia Real.,Las Cortes Generales.,D,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,130,130,Qué órgano se configura como la institución suprema del Estado:,Las Cortes Generales.,La Corona.,El Consejo General del Poder Judicial.,El Consejo de Ministros.,A,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,131,131,"Cuál de las siguientes funciones, de las detalladas en el art. 66 de la Constitución Española, no corresponde a las Cortes Generales:",Ejercer la potestad legislativa del estado.,Aprobar los Presupuestos del Estado.,Controlar la acción del Gobierno.,Ejercer la potestad reglamentaria.,D,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,132,132,EI número de Diputados que componen el Congreso se determina de forma concreta:,En el Reglamento del Congreso de Diputados.,En el artículo 68 de la Constitución.,En el Reglamento de las Cortes Generales.,En la Ley Orgánica del Régimen Electoral General.,D,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,133,133,"Según el artículo 14 del Reglamento del Congreso de Diputados, que plazo, contados a partir del acuerdo del Pleno de la Cámara sobre concesión o denegación de la autorización solicitada, el Presidente del Congreso dará traslado del mismo a la autoridad judicial, advirtiéndole de la obligación de comunicar a la Cámara los Autos y Sentencias que se dicten y afecten personalmente al Diputado:",7 días.,8 días.,10 días.,15 días.,B,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,134,134,"De acuerdo con el artículo 66.3 de la Constitución, las Cortes Generales gozan de:",Inmunidad.,Inviolabilidad.,Autonomía.,Fuero procesal penal.,B,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,135,135,Expirado el mandato o en caso de disolución de las Cámaras:,Las Diputaciones permanentes seguirán ejerciendo sus funciones hasta la constitución de las nuevas cortes generales.,Las Diputaciones permanentes seguirán ejerciendo sus funciones hasta la constitución de las nuevas comisiones legislativas permanentes.,Las diputaciones permanentes seguirán ejerciendo sus funciones durante 15 días como máximo.,Las diputaciones permanentes seguirán ejerciendo sus funciones durante 30 días como máximo.,A,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,136,136,Las Cortes Generales. Las Cámaras representan al pueblo español y están formadas por el Congreso de los Diputados y el Senado:,"Ejercen la potestad legislativa, jurídica y orgánica del Estado, aprueban los presupuestos.","Ejercen la potestad legislativa del Estado, aprueban los presupuestos, controlan la acción del gobierno.","Ejercen la potestad legislativa, territorial del Estado, aprueban los presupuestos y son modificables.",Todas las respuestas anteriores son falsas.,B,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,137,137,"Indique de las siguientes respuestas cuál es la incorrecta, según el artículo 68 de la Constitución española de 1978:","El Congreso se compone de un mínimo de 300 y un máximo de 400 Diputados, elegidos por sufragio universal, libre, igual, directo y secreto, en los términos que establezca la ley.",El Congreso es elegido por cuatro años. El mandato de los Diputados termina cuatro años después de su elección o el día de disolución de la Cámara.,Las elecciones tendrán lugar entre los treinta días y noventa días desde la terminación del mandato. El Congreso electo deberá ser convocado dentro de los veinticinco días siguientes a la celebración de las elecciones.,La elección se verificará en cada circunscripción atendiendo a criterios de representación proporcional.,C,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,138,138,"Respecto a las prerrogativas y prohibiciones de los Senadores y Diputados, no es cierto que:",Los Diputados y Senadores gozarán de inviolabilidad por las opiniones manifestadas en el ejercicio de sus funciones.,Durante el período de su mandato los Diputados y Senadores gozarán de inmunidad y sólo podrán ser detenidos en caso de flagrante delito.,Los Diputados y Senadores no podrán ser inculpados ni procesados sin la previa autorización de la Cámara respectiva.,Los miembros de las Cortes Generales estarán ligados por mandato imperativo.,D,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,139,139,Quién de la Cámara Baja estudia y emite el informe sobre las diversas enmiendas presentadas a una ley:,La mesa del propio Congreso.,La mesa de la Junta de Portavoces.,La ponencia de la Comisión permanente.,La Comisión.,C,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,140,140,La vigente Constitución española fue aprobada por su majestad el Rey el día:,1978-12-27 .,1978-10-31 .,"La constitución no es aprobada por el Rey, sino por el pueblo español el 6 de diciembre de 1978.","La constitución no es aprobada por el Rey, sino por las Cortes Generales el 31 de octubre de 1978.",D,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,141,141,Según la Constitución Española declarar la guerra y hacer la paz corresponde:,Al Gobierno.,"Al Presidente del Gobierno, previa autorización del Congreso.",Al Rey previa autorización de las Cortes Generales.,La Constitución prohíbe la declaración unilateral de la guerra.,C,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,142,142,Los diputados deberán ser elegidos por sufragio:,"Universal, libre, igual, directo y secreto.","Universal, democrático, directo y secreto.","Universal, libre, representativo, directo y secreto.","Universal. Libre, indirecto y secreto.",A,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,143,143,Señala la afirmación correcta:,La circunscripción electoral es la Comarca.,"Los Diputados son elegidos por sufragio universal, libre, igual, directo y secreto, en los términos establecidos reglamentariamente.","La Ley distribuirá el número total de Diputados, asignando una representación mínima inicial a cada circunscripción y distribuyendo los demás en proporción a su superficie.",La elección se verificará en cada circunscripción atendiendo a criterios de representación proporcional. (ART. 68.3 CE).,D,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,144,144,"De acuerdo con lo dispuesto en el artículo 68.1 de la Constitución Española, el congreso está formado por:",345 diputados.,350 diputados.,355 diputados.,Ninguna es correcta.,D,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,145,145,"Las manifestaciones ante las sedes del Congreso de los Diputados, del Senado, cuando estén reunidos, alterando su normal funcionamiento:",Constituyen un delito para quienes asistan a ellas.,Quién de la Cámara Baja estudia y emite el informe sobre las diverses enmiendas presentadas a una ley:.,Constituyen una infracción administrativa pero no un delito.,Constituyen un delito aunque incluso si no estuviesen reunidas.,B,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,146,146,Ceuta cuenta en el Congreso de los Diputados con el siguiente número de diputados:,Uno.,Dos.,Tres.,Ninguno.,A,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,147,147,"Cuál es el número máximo de miembros del Congreso de los Diputados, según la Constitución:",300.,350.,400.,500.,C,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,148,148,Los diputados y senadores no podrán ser inculpados ni procesados sin la previa autorización de:,El Congreso de los Diputados.,La Cámara respectiva.,Los Presidentes de la Cámara respectiva.,El Tribunal Constitucional.,B,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,149,149,"Respecto la Cámara baja, señala la respuesta incorrecta:",También es conocida como el Senado.,La CE establece el número exacto de componentes de la misma.,Tiene mayores funciones constitucionales y legales que la Cámara Alta.,"Dicha denominación nace en 1836, durante la Regencia de María Cristina por la minoría de edad de la Reina Isabel II.",A,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,150,150,Qué número mínimo de Diputados se asigna a cada provincia:,Un diputado.,Dos diputados.,Tres diputados.,Dependerá en todo caso de la importancia numérica de la población.,B,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,151,151,"Según el art 70.1 de la CE, la Ley electoral determinará las causas de inelegibilidad e incompatibilidad de los Diputados y Senadores, que comprenderán, en todo caso:","A los Magistrados, Jueces y Fiscales estén o no activos.",Al Defensor del Pueblo.,A los miembros del Tribunal de cuentas.,A los militares profesionales y miembros de las Fuerzas y Cuerpos de Seguridad y Policía aunque no estén en activo.,B,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,152,152,El Congreso de los Diputados es elegido por un periodo de:,Cuatro años.,Tres años.,Dos años.,Indefinido.,A,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,153,153,"En caso de que se celebre sesión conjunta del Congreso de los Diputados y del Senado, quién debe presidirla:",El Jefe del Estado.,El Presidente del Congreso de los Diputados.,El Presidente del Gobierno.,El Presidente del Senado.,B,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,154,154,Quién ejerce la función ejecutiva y la potestad reglamentaria de acuerdo con la Constitución y las leyes:,El Presidente del Gobierno.,El Gobierno.,Las Cortes Generales.,El Congreso de los Diputados.,B,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,155,155,"De conformidad con la Constitución Española de 1978 en su artículo 68, el Congreso se compone:",350 Diputados.,Un mínimo de 300 y un máximo de 315 Diputados.,Un mínimo de 300 y un máximo de 400 Diputados.,Un máximo de 350 Diputados.,C,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,156,156,Para procesar a un Diputado o Senador es necesario que el parlamento conceda:,Un sobreseimiento provisional.,Un sobreseimiento definitivo.,Un suplicatorio.,Un auto de extradición.,C,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,157,157,De acuerdo con lo establecido en el artículo 68 de la Constitución Española:,El Congreso se compone de un mínimo de 200 y un máximo de 300 Diputados.,La circunscripción electoral es la Comunidad Autónoma.,Las elecciones tendrán lugar entre los treinta días y cuarenta días desde la terminación del mandato.,El Congreso electo deberá ser convocado dentro de los veinticinco días siguientes a la celebración de las elecciones.,D,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,158,158,"Las leyes ordinarias, pueden ser aprobadas por las Comisiones Legislativas de las Cámaras:",No.,"Si, en todo caso.","Sí, salvo en determinados casos contemplados en la Constitución.","Sólo cuando así lo autorice el Congreso de los Diputados, por mayoría absoluta.",C,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,159,159,El artículo 2 del Reglamento del Congreso de los Diputados regula que la sesión constitutiva será presidida inicialmente por:,"El Diputado electo, asistido, por el secretario en funciones.","El Diputado electo de mayor edad de los presentes, asistido, en calidad de Secretario, por el más joven.","El Diputado electo de mayor edad de los presentes, asistido, en calidad de Secretarios, por los dos más jóvenes.",El Presidente del Congreso de Diputados en funciones.,C,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,160,160,"Según nuestra Constitución, nadie podrá:",Acumular el acta de una Asamblea de Comunidad Autónoma con la de Senador.,Acumular el acta de una Asamblea de Comunidad Autónoma con la de Diputado o Senador.,Acumular el acta de una Asamblea de Comunidad Autónoma con la de Diputado al Congreso.,Todas las respuestas anteriores son incorrectas.,C,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,161,161,Qué prerrogativa de naturaleza formal protege la libertad personal de los diputados electos contra detenciones y procesos judiciales que puedan desembocar en privación de libertad:,La inviolabilidad.,La incompatibilidad.,La inmunidad.,La autonomía.,C,Preguntas de Examenes Agente - Tema 3
